time, path, sequence, highest ack, high ack time, last time ack, cwin, one-way-delay, rtt-sample, SRTT, RTT min, Bandwidth (B/s), Receive rate (B/s), Send MTU, pacing packet time(us), nb retrans, nb spurious, cwin blkd, flow blkd, stream blkd, app limited, cc_state, cc_param, bw_max, transit, 
757364, 0, 650, 620, 757364, 722834, 47819, 0, 34114, 33740, 20086, 1237185, 9556, 1440, 1017, 34, 0, 1, 0, 0, 0, 1, 26653, 1243961, 41760,
763119, 0, 655, 625, 763119, 728589, 48034, 0, 34114, 33786, 20086, 1237185, 9556, 1440, 1013, 34, 0, 1, 0, 0, 0, 1, 26653, 1243961, 41760,
768874, 0, 660, 630, 768874, 734344, 48247, 0, 34114, 33827, 20086, 1237185, 9556, 1440, 1010, 34, 0, 1, 0, 0, 0, 1, 26653, 1243961, 41760,
774629, 0, 665, 635, 774629, 740099, 48459, 0, 34114, 33862, 20086, 1237185, 9556, 1440, 1007, 34, 0, 1, 0, 0, 0, 1, 26653, 1243961, 41760,
780384, 0, 670, 640, 780384, 745854, 48671, 0, 34114, 33893, 20086, 1237185, 9556, 1440, 1003, 34, 0, 1, 0, 0, 0, 1, 26653, 1243961, 41760,
786139, 0, 675, 645, 786139, 751609, 48882, 0, 34114, 33920, 20086, 1237185, 9556, 1440, 1000, 34, 0, 1, 0, 0, 0, 1, 26653, 1243961, 41760,
791894, 0, 680, 650, 791894, 757364, 49091, 0, 34114, 33944, 20086, 1237185, 9556, 1440, 996, 34, 0, 1, 0, 0, 0, 1, 26653, 1243961, 41760,
797649, 0, 686, 655, 797649, 763119, 49300, 0, 34114, 33965, 20086, 1237185, 9556, 1440, 993, 34, 0, 1, 0, 0, 0, 1, 26653, 1243961, 43200,
803404, 0, 691, 660, 803404, 768874, 49508, 0, 34114, 33983, 20086, 1237185, 9556, 1440, 989, 34, 0, 1, 0, 0, 0, 1, 26653, 1243961, 43200,
809159, 0, 696, 665, 809159, 774629, 49715, 0, 34114, 33999, 20086, 1237185, 9556, 1440, 985, 34, 0, 1, 0, 0, 0, 1, 26653, 1243961, 43200,
814914, 0, 701, 670, 814914, 780384, 49922, 0, 34114, 34013, 20086, 1237185, 9556, 1440, 982, 34, 0, 1, 0, 0, 0, 1, 26653, 1243961, 43200,
820669, 0, 706, 675, 820669, 786139, 50127, 0, 34114, 34025, 20086, 1237185, 9556, 1440, 978, 34, 0, 1, 0, 0, 0, 1, 26653, 1243961, 43200,
826424, 0, 711, 680, 826424, 791894, 50331, 0, 34114, 34036, 20086, 1237185, 9556, 1440, 974, 34, 0, 1, 0, 0, 0, 1, 26653, 1243961, 43200,
832179, 0, 716, 685, 832179, 791894, 50535, 0, 39869, 34765, 20086, 1237185, 9556, 1440, 991, 34, 0, 1, 0, 0, 0, 1, 26653, 1243961, 43200,
837934, 0, 722, 690, 837934, 797649, 50738, 0, 39869, 35403, 20086, 1237185, 9556, 1440, 1005, 34, 0, 1, 0, 0, 0, 1, 26653, 1243961, 44640,
843689, 0, 727, 695, 843689, 803404, 50940, 0, 39869, 35961, 20086, 1237185, 9556, 1440, 1017, 34, 0, 1, 0, 0, 0, 1, 26653, 1243961, 44640,
849444, 0, 732, 700, 849444, 809159, 51141, 0, 39869, 36449, 20086, 1237185, 9556, 1440, 1027, 34, 0, 1, 0, 0, 0, 1, 26653, 1243961, 44640,
855199, 0, 737, 705, 855199, 814914, 51342, 0, 39869, 36876, 20086, 1237185, 9556, 1440, 1035, 34, 0, 1, 0, 0, 0, 1, 26653, 1243961, 44640,
860954, 0, 742, 710, 860954, 820669, 51542, 0, 39869, 37250, 20086, 1237185, 9556, 1440, 1041, 34, 0, 1, 0, 0, 0, 1, 26653, 1243961, 44640,
866709, 0, 747, 715, 866709, 826424, 51741, 0, 39869, 37577, 20086, 1237185, 9556, 1440, 1046, 34, 0, 1, 0, 0, 0, 1, 26653, 1243961, 44640,
872464, 0, 752, 720, 872464, 832179, 51939, 0, 39869, 37863, 20086, 1237185, 9556, 1440, 1050, 34, 0, 1, 0, 0, 0, 1, 26653, 1243961, 44640,
878219, 0, 754, 725, 878219, 837934, 51939, 0, 39869, 38113, 20086, 1237185, 9556, 1440, 1057, 34, 0, 0, 0, 0, 0, 1, 26653, 1243961, 39530,
883974, 0, 754, 730, 883974, 843689, 51939, 0, 39869, 38332, 20086, 1237185, 9556, 1440, 1063, 34, 0, 0, 0, 0, 0, 1, 26653, 1243961, 32330,
889729, 0, 755, 735, 889729, 849444, 51939, 0, 39869, 38524, 20086, 1237185, 9556, 1440, 1069, 34, 0, 0, 0, 0, 0, 1, 26653, 1243961, 25185,
895484, 0, 755, 740, 895484, 855199, 51939, 0, 39869, 38692, 20086, 1237185, 9556, 1440, 1073, 34, 0, 0, 0, 0, 0, 1, 26653, 1243961, 17985,
901239, 0, 755, 745, 901239, 860954, 51939, 0, 39869, 38839, 20086, 1237185, 9556, 1440, 1077, 34, 0, 0, 0, 0, 0, 1, 26653, 1243961, 10785,
906994, 0, 755, 750, 906994, 866709, 51939, 0, 39869, 38967, 20086, 1237185, 9556, 1440, 1081, 34, 0, 0, 0, 0, 0, 1, 26653, 1243961, 3585,
912749, 0, 755, 754, 912749, 883974, 51939, 0, 25471, 37280, 20086, 794365, 9556, 1440, 1034, 34, 0, 0, 0, 0, 1, 1, 26653, 1243961, 0,
